decimal_date,name,value
2021.625,smooth,416.32
2021.7083,co2,413.26
2021.7083,smooth,416.76
2021.7917,co2,413.9
2021.7917,smooth,417.22
2021.875,co2,414.97
2021.875,smooth,416.99
2021.9583,co2,416.67
2021.9583,smooth,417.41
2022.0417,co2,418.13
2022.0417,smooth,417.81
2022.125,co2,419.24
2022.125,smooth,418.28
2022.2083,co2,418.76
2022.2083,smooth,417.29
2022.2917,co2,420.19
2022.2917,smooth,417.65
2022.375,co2,420.97
2022.375,smooth,417.68
2022.4583,co2,420.94
2022.4583,smooth,418.47
2022.5417,co2,418.85
2022.5417,smooth,418.41
2022.625,co2,417.15
2022.625,smooth,419.05
2022.7083,co2,415.91
2022.7083,smooth,419.41
2022.7917,co2,415.74
2022.7917,smooth,419.06
2022.875,co2,417.47
2022.875,smooth,419.49
2022.9583,co2,418.99
2022.9583,smooth,419.74
2023.0417,co2,419.47
2023.0417,smooth,419.16
2023.125,co2,420.31
2023.125,smooth,419.35
2023.2083,co2,420.99
2023.2083,smooth,419.52
2023.2917,co2,423.31
2023.2917,smooth,420.77
2023.375,co2,424.0
2023.375,smooth,420.72
2023.4583,co2,423.68
2023.4583,smooth,421.21
2023.5417,co2,421.83
2023.5417,smooth,421.38
2023.625,co2,419.68
2023.625,smooth,421.59
2023.7083,co2,418.5
2023.7083,smooth,422.0
2023.7917,co2,418.82
2023.7917,smooth,422.14
2023.875,co2,420.46
2023.875,smooth,422.48
2023.9583,co2,421.86
2023.9583,smooth,422.6
2024.0417,co2,422.8
2024.0417,smooth,422.49
2024.125,co2,424.55
2024.125,smooth,423.6
2024.2083,co2,425.38
2024.2083,smooth,423.92
2024.2917,co2,426.57
2024.2917,smooth,424.03
2024.375,co2,426.9
2024.375,smooth,423.61
2024.4583,co2,426.91
2024.4583,smooth,424.44
2024.5417,co2,425.55
2024.5417,smooth,425.1
